,code,road,desc,lat,lng,in_WD,in_H,out_WD,out_H,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
1425,27189,Nanyang Ave,Opp PUB Sub-Stn,1.35607204234326,103.68903921690323,79.03508771929825,28.89090909090909,9.333333333333334,3.854545454545454,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1426,27199,Nanyang Ave,Hall 11,1.35434216792763,103.68685754938303,473.3859649122807,176.08771929824562,81.71929824561404,25.43859649122807,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1427,27209,Nanyang Ave,Hall 8,1.35150701703353,103.68569234331088,130.94736842105263,42.19298245614035,62.473684210526315,20.0,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1428,27211,Nanyang Dr,Lee Wee Nam Lib,1.34793140650697,103.68050066497821,1725.5964912280701,206.75438596491227,1773.6491228070176,236.56140350877192,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1429,27219,Nanyang Dr,Blk 2,1.34793269501118,103.68025240016884,474.35087719298247,66.63157894736842,518.0701754385965,86.3157894736842,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1430,27221,Nanyang Dr,Sch Of CEE,1.34623151653928,103.67851763727317,293.9824561403509,30.49122807017544,260.94736842105266,35.1578947368421,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1431,27231,Nanyang Dr,Sch Of Comm And Info,1.34207972361937,103.67922271593845,535.0,50.771929824561404,614.280701754386,67.28070175438596,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1432,27241,Nanyang Dr,Hall 7,1.33998726585628,103.68089382456998,180.98245614035088,30.70689655172414,87.57894736842105,27.344827586206897,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1433,27251,Nanyang Dr,Yunnan Gdn,1.34162269584125,103.68420609962317,692.1052631578947,119.03508771929825,339.82456140350877,81.2280701754386,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1434,27261,Nanyang Dr,Hall 4,1.34332011366726,103.68632093846232,295.56666666666666,92.15254237288136,96.86666666666666,14.864406779661017,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1435,27271,Jurong West St 91,Blk 962,1.34199989028017,103.69132051378558,614.758064516129,274.344262295082,2414.5806451612902,1107.704918032787,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1436,27279,Jurong West St 91,Blk 953,1.34210239034142,103.69119289371211,2411.8166666666666,1005.4833333333333,287.4166666666667,100.48333333333333,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1437,27281,Lien Ying Chow Dr,Hall 1,1.34565500002282,103.68780555602468,152.78947368421052,27.05263157894737,274.0175438596491,107.52631578947368,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1438,27291,Lien Ying Chow Dr,Opp Hall 6,1.34772267411254,103.68649929145208,98.29824561403508,27.0,155.64912280701753,54.21052631578947,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1439,27301,Pioneer Rd Nth,Blk 978,1.34045284969365,103.69439784182157,559.4666666666667,172.81666666666666,1283.15,464.98333333333335,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1440,27309,Pioneer Rd Nth,Blk 705,1.3410704693164,103.69426536144466,1167.015873015873,418.6825396825397,506.73015873015873,139.5873015873016,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1441,27311,Lien Ying Chow Dr,Hall 2,1.34902211051484,103.68539285058924,162.7017543859649,70.15789473684211,231.12280701754386,91.54385964912281,MURAI,WCSZ01,WESTERN WATER CATCHMENT,WC,WEST REGION,WR
1442,27321,Pioneer Rd Nth,Blk 949,1.34403944399659,103.6917308330011,332.8070175438597,71.35087719298245,907.7543859649123,274.36842105263156,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1443,27329,Pioneer Rd Nth,Blk 840,1.34404250003243,103.69186499999779,730.8666666666667,211.7,315.23333333333335,64.03333333333333,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1444,27331,Jurong West St 72,West Grove Pr Sch,1.34537305600812,103.69941138898014,305.1774193548387,61.75,756.0645161290323,208.95,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1445,27341,Jurong West St 72,Blk 729,1.34663703411498,103.69778819793345,643.2666666666667,228.21666666666667,966.6166666666667,361.4,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1446,27349,Jurong West St 72,Blk 745,1.34680805601666,103.69781805598312,484.18333333333334,202.46666666666667,422.46666666666664,118.23333333333333,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1447,27351,Jurong West Ave 5,Blk 715,1.34423200986065,103.69613170622605,782.0,273.890625,1368.3174603174602,494.75,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1448,27359,Jurong West Ave 5,Blk 817,1.34441434989381,103.69601368907118,719.7833333333333,298.55,414.4166666666667,110.96666666666667,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1449,27361,Jurong West Ave 5,Blk 710,1.34294490356227,103.6945223808434,476.3809523809524,166.38095238095238,905.1746031746031,379.3968253968254,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1450,27369,Jurong West Ave 5,Blk 834,1.34285373346865,103.6941039562493,1266.0166666666667,541.0833333333334,979.1,293.9,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1451,27371,Jurong West St 75,Opp Blk 755,1.34751384306624,103.700994411555,235.15873015873015,43.23809523809524,1111.6825396825398,311.06349206349205,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1452,27379,Jurong West St 75,Blk 755,1.34805042142493,103.70087385175057,1207.983606557377,316.73333333333335,309.9016393442623,69.66666666666667,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1453,27381,Jurong West St 75,Blk 749,1.3481478303518,103.69863834523142,725.1269841269841,234.12698412698413,1926.6825396825398,695.4285714285714,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1454,27389,Jurong West St 75,Gek Poh Shop Ctr,1.34845180903204,103.69810437813979,2200.967741935484,847.7096774193549,852.483870967742,311.83870967741933,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1455,27391,Jurong West St 82,Blk 857,1.34842706557746,103.6963119899037,409.31666666666666,109.31666666666666,836.6333333333333,248.35,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1456,27399,Jurong West St 82,Bet Blks 859/860,1.34866469760279,103.69640367719292,981.8666666666667,284.51666666666665,420.75,117.35,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1457,27401,Jurong West St 81,Opp Blk 821,1.34736600563095,103.6941379590552,898.25,264.2,431.6666666666667,111.5,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1458,27409,Jurong West St 81,Blk 821,1.34719000000045,103.69416749997193,609.4166666666666,176.91666666666666,1012.2666666666667,304.85,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1459,27411,Jurong West St 81,Blk 844A CP,1.34590833297224,103.69273749998102,663.8333333333334,245.08333333333334,931.7666666666667,303.96666666666664,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1460,27419,Jurong West St 81,Blk 827,1.34575472199235,103.6928200000021,592.85,199.25,576.2,200.8,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1461,27421,Jurong West St 71,Blk 701,1.3428341669778,103.69536361096887,19.771929824561404,7.56140350877193,167.5438596491228,51.70175438596491,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1462,27429,Jurong West St 71,Blk 711,1.34286500004293,103.69555805555355,305.28333333333336,102.75,100.36666666666666,39.583333333333336,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1463,27431,Jurong West Ave 5,Blk 762,1.34946527300866,103.69734630614052,481.66129032258067,189.21666666666667,702.0,248.75,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1464,27439,Jurong West Ave 5,Blk 861,1.34941077845235,103.6971171383191,664.5333333333333,238.21666666666667,860.55,283.1,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1465,27441,Jurong West Ave 5,Bet Blks 757/758,1.35032868767666,103.70079327483805,254.3,82.85,240.58333333333334,74.3,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1466,27449,Jurong West Ave 5,Aft Westwood Ave,1.35053242519874,103.70107895859192,162.9,59.3,255.41666666666666,82.3,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1467,27451,Jurong West Ave 3,Bet Blks 272D/271A,1.35128613677034,103.7041505569119,878.95,267.05,459.56666666666666,164.6,WENYA,JWSZ01,JURONG WEST,JW,WEST REGION,WR
1468,27459,Jurong West Ave 3,Blk 273B,1.35145070001383,103.70399035610369,511.81666666666666,202.71666666666667,1122.0833333333333,361.4166666666667,WENYA,JWSZ01,JURONG WEST,JW,WEST REGION,WR
1469,27461,Jurong West Ave 3,Opp Blk 276B,1.35293305775698,103.70512862147237,520.2333333333333,125.81666666666666,465.3666666666667,130.68333333333334,WENYA,JWSZ01,JURONG WEST,JW,WEST REGION,WR
1470,27469,Jurong West Ave 3,Blk 276B,1.35307192192765,103.70486709831036,1039.2,276.4166666666667,1039.9666666666667,282.3666666666667,WENYA,JWSZ01,JURONG WEST,JW,WEST REGION,WR
1471,27471,Jurong West St 23,Corporation Pr Sch,1.35216655807357,103.70782478135614,191.0185185185185,14.203703703703704,249.92592592592592,18.25925925925926,WENYA,JWSZ01,JURONG WEST,JW,WEST REGION,WR
1472,27479,Jurong West St 23,Opp Corporation Pr Sch,1.3518923433776,103.70818261767401,305.14814814814815,19.22641509433962,234.59259259259258,14.735849056603774,WENYA,JWSZ01,JURONG WEST,JW,WEST REGION,WR
1473,27501,Jurong West St 93,NTUC HEALTH NURSING HME,1.34097116721964,103.69167107077278,209.56666666666666,84.08333333333333,139.61666666666667,53.75,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1474,27509,Jurong West St 93,Bef Yunnan Cres,1.34043647212319,103.69135819975955,55.38333333333333,12.7,172.6,46.3,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1475,27511,Jurong West St 93,Blk 974,1.33925202251324,103.69310573763543,81.77966101694915,26.483333333333334,144.9322033898305,51.483333333333334,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1476,27519,Jurong West St 93,Opp Blk 974,1.34004285535929,103.69292404819555,123.43333333333334,31.966101694915253,223.05,77.40677966101696,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1477,27521,Jurong West St 93,Blk 986 CP,1.3368089664846,103.69406174421559,51.68333333333333,21.7,243.55,95.71666666666667,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1478,27529,Jurong West St 93,Opp Blk 987A,1.33629804819426,103.69406295180332,139.86666666666667,60.03389830508475,50.7,19.779661016949152,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1479,27531,Jurong West St 91,Blk 918,1.34052795177305,103.68697304819686,1000.4166666666666,347.68333333333334,1158.75,428.8,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1480,27539,Jurong West St 91,BEF XINGNAN PR SCH,1.34071614464901,103.6868923374865,310.96666666666664,110.68333333333334,185.31666666666666,53.28333333333333,YUNNAN,JWSZ08,JURONG WEST,JW,WEST REGION,WR
1481,28009,Jurong Gateway Rd,Jurong East Int,1.33235,103.740664,8977.181818181818,3384.5671641791046,3255.4242424242425,1444.4776119402984,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1482,28011,C'wealth Ave West,BEF TOH TUCK AVE,1.32425805601593,103.7591472219987,69.75409836065573,16.016666666666666,56.14754098360656,12.016666666666667,FABER,CLSZ03,CLEMENTI,CL,WEST REGION,WR
1483,28019,C'wealth Ave West,Aft Toh Tuck Ave,1.32492720506757,103.75894333173954,84.36666666666666,10.966101694915254,116.45,26.71186440677966,TOH TUCK,CLSZ01,CLEMENTI,CL,WEST REGION,WR
1484,28021,Boon Lay Way,OPP 8 @TRADEHUB 21,1.32615808379173,103.75545022241596,198.26984126984127,38.45161290322581,316.26984126984127,69.37096774193549,FABER,CLSZ03,CLEMENTI,CL,WEST REGION,WR
1485,28029,Boon Lay Way,8 @ TRADEHUB 21,1.32688998200812,103.75436027668461,444.9830508474576,89.16666666666667,380.8474576271187,64.93333333333334,TOH TUCK,CLSZ01,CLEMENTI,CL,WEST REGION,WR
1486,28031,Boon Lay Way,Bef The Synergy,1.32790100001681,103.75101499996688,797.3174603174604,183.34426229508196,427.8888888888889,99.70491803278688,FABER,CLSZ03,CLEMENTI,CL,WEST REGION,WR
1487,28039,Boon Lay Way,Aft Boon Lay Sub Stn,1.3280750000324,103.75140833297368,420.6166666666667,102.13333333333334,764.85,171.65,TOH TUCK,CLSZ01,CLEMENTI,CL,WEST REGION,WR
1488,28041,Boon Lay Way,The Synergy,1.33008349967851,103.74828366332322,551.4166666666666,113.59016393442623,357.6333333333333,65.95081967213115,INTERNATIONAL BUSINESS PARK,JESZ07,JURONG EAST,JE,WEST REGION,WR
1489,28049,Boon Lay Way,Opp The Synergy,1.33069921313648,103.7481034124348,324.18333333333334,73.96666666666667,447.93333333333334,117.31666666666666,TOH GUAN,JESZ03,JURONG EAST,JE,WEST REGION,WR
1490,28051,Boon Lay Way,Opp Ng Teng Fong Gen Hosp,1.33228999677029,103.74574002371804,273.81666666666666,89.86666666666666,533.5,162.8,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1491,28059,Boon Lay Way,Ng Teng Fong General Hosp,1.33260638902834,103.74580722197156,511.23809523809524,152.7741935483871,376.44444444444446,135.6290322580645,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1492,28061,Boon Lay Way,J Gateway,1.33596390763107,103.74254813709638,996.9833333333333,376.25,607.9833333333333,229.53333333333333,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1493,28069,Boon Lay Way,Blk 203,1.33644240098532,103.74255737341373,310.89473684210526,85.28333333333333,328.8070175438597,111.66666666666667,TOH GUAN,JESZ03,JURONG EAST,JE,WEST REGION,WR
1494,28071,Boon Lay Way,Blk 105,1.33765035288669,103.73904242961275,331.3968253968254,111.82539682539682,257.9047619047619,93.4920634920635,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1495,28079,Boon Lay Way,Blk 210,1.33839906637569,103.7386009027093,519.6984126984127,192.96825396825398,387.1587301587302,124.58730158730158,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1496,28081,Boon Lay Way,Blk 112,1.33950830792818,103.73664764665054,358.1746031746032,168.55555555555554,419.1904761904762,163.0952380952381,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1497,28089,Boon Lay Way,Bef Yuhua CC,1.34016358625469,103.73634638831608,394.41269841269843,172.9206349206349,286.3492063492063,143.63492063492063,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1498,28091,Boon Lay Way,Lakeside Stn,1.34425795644531,103.72012487725401,9034.47619047619,2748.5873015873017,11434.52380952381,3467.746031746032,TAMAN JURONG,JWSZ04,JURONG WEST,JW,WEST REGION,WR
1499,28099,Boon Lay Way,Opp Lakeside Stn,1.344324,103.719266,4583.349206349207,1381.7301587301588,4518.936507936508,1457.857142857143,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1500,28101,Toh Tuck Ave,Opp SMRT Ulu Pandan Depot,1.33312436803086,103.75905617435505,285.75,51.36842105263158,199.5,40.63157894736842,TOH TUCK,CLSZ01,CLEMENTI,CL,WEST REGION,WR
1501,28109,Toh Tuck Ave,SMRT Ulu Pandan Depot,1.33327344230787,103.7593317971408,195.68333333333334,41.333333333333336,304.1333333333333,58.53333333333333,TOH TUCK,CLSZ01,CLEMENTI,CL,WEST REGION,WR
1502,28181,Toh Tuck Ave,Bef Toh Tuck Link,1.32996642498284,103.75819801692671,212.35,33.214285714285715,158.36666666666667,25.375,TOH TUCK,CLSZ01,CLEMENTI,CL,WEST REGION,WR
1503,28189,Toh Tuck Ave,Aft Toh Tuck Link,1.32992124735954,103.75850603827898,114.91525423728814,17.796610169491526,194.27118644067798,30.033898305084747,TOH TUCK,CLSZ01,CLEMENTI,CL,WEST REGION,WR
1504,28199,Jurong Gateway Rd,Opposite JEM,1.332679,103.743839,3.466666666666667,0.945454545454545,131.51666666666668,33.63636363636363,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1505,28201,Jurong Gateway Rd,Opp The JTC Summit,1.33205706208933,103.7418504873348,160.66666666666666,67.6140350877193,16.842105263157894,6.824561403508772,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1506,28211,Jurong Gateway Rd,Bef Jurong East Stn,1.33418677275445,103.74070680700304,715.3968253968254,308.41269841269843,11950.539682539682,4431.777777777777,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1507,28221,Jurong Town Hall Rd,Opp Intl Business Pk,1.32761805004,103.74494173101616,94.33333333333333,25.639344262295083,173.43333333333334,47.131147540983605,LAKESIDE (BUSINESS),JESZ05,JURONG EAST,JE,WEST REGION,WR
1508,28229,Jurong Town Hall Rd,German Ctr,1.32536675242565,103.74593185918442,447.98387096774195,75.04838709677419,514.3387096774194,87.93548387096774,INTERNATIONAL BUSINESS PARK,JESZ07,JURONG EAST,JE,WEST REGION,WR
1509,28231,Jurong Town Hall Rd,Jurong Town Hall,1.32986201071411,103.74248183726264,99.34426229508196,42.39655172413793,92.80327868852459,33.87931034482759,LAKESIDE (BUSINESS),JESZ05,JURONG EAST,JE,WEST REGION,WR
1510,28239,Jurong Town Hall Rd,Opp Jurong Town Hall,1.32980442518564,103.74307145172916,402.0,100.34426229508196,354.1333333333333,95.21311475409836,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1511,28241,Jurong Town Hall Rd,Opp Jurong East Lib,1.33175858461326,103.73957485927775,443.6190476190476,162.82258064516128,563.6349206349206,209.43548387096774,LAKESIDE (BUSINESS),JESZ05,JURONG EAST,JE,WEST REGION,WR
1512,28249,Jurong Town Hall Rd,Jurong East Lib,1.332605,103.739045,1208.8095238095239,406.25396825396825,926.3174603174604,329.2063492063492,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1513,28251,Jurong Town Hall Rd,S'pore Science Ctr,1.33382805600325,103.7369883329766,161.08333333333334,73.05084745762711,85.86666666666666,35.50847457627118,LAKESIDE (BUSINESS),JESZ05,JURONG EAST,JE,WEST REGION,WR
1514,28259,Jurong Town Hall Rd,Opp S'pore Science Ctr,1.33415472196842,103.73698833298555,42.233333333333334,14.683333333333334,128.71666666666667,54.266666666666666,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1515,28261,Jurong Town Hall Rd,Aft S'pore Science Ctr,1.33614236992322,103.73489878344925,32.23809523809524,14.825396825396826,52.79365079365079,22.80952380952381,LAKESIDE (BUSINESS),JESZ05,JURONG EAST,JE,WEST REGION,WR
1516,28269,Jurong Town Hall Rd,Blk 118,1.33653242651923,103.73499280022457,69.47457627118644,25.416666666666668,53.69491525423729,20.45,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1517,28271,Jurong Town Hall Rd,Opp Blk 114,1.33899259685337,103.73390575121081,99.91803278688525,37.32258064516129,135.0655737704918,48.725806451612904,LAKESIDE (LEISURE),JESZ04,JURONG EAST,JE,WEST REGION,WR
1518,28279,Jurong Town Hall Rd,Blk 114,1.33948295480474,103.73423653369264,251.57142857142858,108.24193548387096,298.4761904761905,126.91935483870968,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1519,28281,Jurong Town Hall Rd,Opp Blk 227,1.3420603281321,103.73537548132207,669.952380952381,203.1875,590.3492063492064,178.03125,YUHUA WEST,JESZ01,JURONG EAST,JE,WEST REGION,WR
1520,28289,Jurong Town Hall Rd,Blk 228,1.34238972202327,103.73598888901057,988.5873015873016,303.14285714285717,878.7460317460317,318.06349206349205,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1521,28291,Jurong Town Hall Rd,Blk 303,1.34446090409168,103.73638303040048,1454.9,525.5666666666667,1006.8833333333333,345.48333333333335,YUHUA WEST,JESZ01,JURONG EAST,JE,WEST REGION,WR
1522,28299,Jurong Town Hall Rd,Blk 253,1.34438323067917,103.73667027224192,1454.6349206349207,517.6349206349206,1769.047619047619,654.6984126984127,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1523,28301,Jurong Gateway Rd,Blk 131,1.33473899929823,103.74030301599491,4305.984126984127,1416.8095238095239,1242.968253968254,370.46031746031747,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1524,28309,Jurong Town Hall Rd,Intl Business Pk,1.32628627629778,103.74578490414557,85.43859649122807,15.563636363636364,73.05263157894737,9.872727272727273,INTERNATIONAL BUSINESS PARK,JESZ07,JURONG EAST,JE,WEST REGION,WR
1525,28311,Jurong East Ctrl,Blk 209,1.33825277511898,103.74108351905207,644.95,230.53333333333333,588.7166666666667,192.13333333333333,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1526,28319,Jurong East Ctrl,Blk 207,1.33862623918679,103.74173313734524,654.3650793650794,232.9,681.5396825396825,258.2,TOH GUAN,JESZ03,JURONG EAST,JE,WEST REGION,WR
1527,28321,Jurong East Ave 1,Blk 239,1.34127166427214,103.74090313908255,1022.8412698412699,294.41269841269843,1230.2222222222222,414.07936507936506,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1528,28329,Jurong East Ave 1,Blk 246,1.3414709231345,103.74043571670437,1271.2380952380952,433.3492063492063,966.031746031746,282.3174603174603,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1529,28331,Jurong East Ave 1,Blk 229,1.34204392869092,103.73804926872124,957.7301587301587,478.2063492063492,1412.888888888889,651.5714285714286,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1530,28339,Jurong East Ave 1,Blk 252,1.34270510558579,103.73737517747826,1496.4603174603174,728.952380952381,1239.984126984127,586.0793650793651,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1531,28341,Boon Lay Way,Chinese Gdn Stn,1.34247027799798,103.73271277802048,809.703125,240.44262295081967,1522.84375,375.3606557377049,LAKESIDE (LEISURE),JESZ04,JURONG EAST,JE,WEST REGION,WR
1532,28349,Boon Lay Way,Opp Chinese Gdn Stn,1.34255113741933,103.73318514055593,165.79365079365078,53.03333333333333,91.38095238095238,21.6,YUHUA WEST,JESZ01,JURONG EAST,JE,WEST REGION,WR
1533,28351,Boon Lay Way,Opp Blk 350,1.343615278018,103.73105583301476,53.91935483870968,25.083333333333332,80.46774193548387,34.666666666666664,LAKESIDE (LEISURE),JESZ04,JURONG EAST,JE,WEST REGION,WR
1534,28359,Boon Lay Way,Blk 350,1.34388722199927,103.73119944403174,249.3709677419355,113.84126984126983,322.8225806451613,139.14285714285714,YUHUA WEST,JESZ01,JURONG EAST,JE,WEST REGION,WR
1535,28361,Boon Lay Way,Jurong Lake,1.34418881822068,103.72748780602458,52.41935483870968,5.161290322580645,228.88709677419354,23.612903225806452,LAKESIDE (LEISURE),JESZ04,JURONG EAST,JE,WEST REGION,WR
1536,28369,Boon Lay Way,Opp Jurong Lake,1.34449722197147,103.72747138899737,196.17543859649123,15.017241379310345,77.85964912280701,6.068965517241379,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1537,28371,Boon Lay Way,Bef Jurong West St 51,1.34487972199034,103.72409194399874,52.25396825396825,18.714285714285715,191.20634920634922,68.4920634920635,LAKESIDE (LEISURE),JESZ04,JURONG EAST,JE,WEST REGION,WR
1538,28379,Boon Lay Way,Aft Jurong West St 51,1.34513639882838,103.72426131705271,319.3333333333333,120.48275862068965,235.4,61.46551724137931,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1539,28381,Jurong West St 51,Blk 515,1.34626967118054,103.72129604136144,557.1111111111111,156.46031746031747,467.0,116.23809523809524,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1540,28389,Jurong West St 51,Opp Blk 515,1.34646209983221,103.72147231551902,583.5322580645161,135.1904761904762,300.93548387096774,77.22222222222223,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1541,28391,Jurong West St 51,Blk 501,1.34978093237085,103.71937165971983,941.7936507936508,453.12698412698415,2171.4444444444443,867.8730158730159,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1542,28399,Jurong West St 51,Blk 458,1.34974947213063,103.71964821094637,2038.4166666666667,826.1666666666666,615.45,305.8333333333333,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1543,28401,Jurong West Ave 1,Blk 502,1.3506545513673,103.71861401513462,3866.1428571428573,1787.8095238095239,2945.809523809524,1261.3809523809523,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1544,28409,Jurong West Ave 1,Blk 454,1.35081149361542,103.71793769087185,1736.2222222222222,781.3650793650794,2970.3809523809523,1373.5555555555557,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1545,28411,Jurong West St 52,Blk 526,1.34805444396931,103.7176175000189,218.65079365079364,91.2063492063492,435.57142857142856,157.20634920634922,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1546,28421,Jurong West St 52,Blk 517,1.34591586108958,103.71934571086803,128.88888888888889,22.557377049180328,119.85714285714286,41.34426229508197,HONG KAH,JWSZ03,JURONG WEST,JW,WEST REGION,WR
1547,28431,Jurong East Ctrl,Blk 134,1.33449626498358,103.73881557585635,1665.2539682539682,503.4761904761905,562.6666666666666,207.984126984127,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1548,28439,Jurong East Ctrl,Blk 124,1.33451434015094,103.7385749816785,443.8888888888889,138.1904761904762,1188.7936507936508,339.5079365079365,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1549,28441,Jurong East Ctrl,Seventh-Day Advent Ch,1.33576638902918,103.73884916698127,1395.984126984127,414.6507936507937,171.74603174603175,47.476190476190474,YUHUA EAST,JESZ02,JURONG EAST,JE,WEST REGION,WR
1550,28449,Jurong East Ctrl,Bef Seventh-Day Advent Ch,1.33618166701348,103.73944500002973,237.5873015873016,69.52380952380952,1009.6825396825396,311.1587301587302,JURONG GATEWAY,JESZ06,JURONG EAST,JE,WEST REGION,WR
1551,28451,Jurong East Ave 1,Parc Oasis,1.34394189080479,103.73465998158574,825.4126984126984,291.22222222222223,1050.7142857142858,366.8412698412698,YUHUA WEST,JESZ01,JURONG EAST,JE,WEST REGION,WR
1552,28459,Jurong East Ave 1,Opp Parc Oasis,1.34440772894012,103.7343152870331,1411.5873015873017,529.3809523809524,1079.6984126984128,377.14285714285717,YUHUA WEST,JESZ01,JURONG EAST,JE,WEST REGION,WR
