,code,road,desc,lat,lng,in_WD,in_H,out_WD,out_H,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
0,01012,Victoria St,Hotel Grand Pacific,1.29684825487647,103.85253591654006,695.9508196721312,308.51666666666665,712.1147540983607,322.93333333333334,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
1,01013,Victoria St,St. Joseph's Ch,1.29770970610083,103.8532247463225,494.7758620689655,219.3684210526316,256.0,113.45614035087719,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
2,01019,Victoria St,Bras Basah Cplx,1.29698951191332,103.85302201172507,331.2758620689655,132.38333333333333,613.4655172413793,262.96666666666664,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3,01029,Nth Bridge Rd,Opp Natl Lib,1.2966729849642,103.85441422464267,695.4166666666666,312.4,568.8,239.56666666666666,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4,01039,Nth Bridge Rd,Bugis Cube,1.29820784139683,103.85549139837407,891.25,490.8,958.3833333333333,496.55,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
5,01059,Victoria St,Bugis Stn Exit B,1.30075679526626,103.85611040457583,206.31147540983608,91.53333333333333,1481.049180327869,670.5,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
6,01109,Queen St,Queen St Ter,1.30358577565355,103.85650372998224,21.205882352941178,7.363636363636363,42.588235294117645,18.21212121212121,ROCHOR CANAL,RCSZ04,ROCHOR,RC,CENTRAL REGION,CR
7,01112,Victoria St,Opp Bugis Stn Exit C,1.30009212839081,103.85520027125814,3397.0666666666666,1782.3333333333333,1797.6666666666667,977.5263157894736,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
8,01113,Victoria St,Bugis Stn Exit A,1.30117297541547,103.8561140106393,2275.3870967741937,1065.05,907.6935483870968,466.21666666666664,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
9,01119,Victoria St,Aft Bugis Stn Exit C,1.2996041093804,103.85512934079571,822.1129032258065,456.28333333333336,969.4677419354839,567.7333333333333,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
10,01121,Victoria St,Stamford Pr Sch,1.30393809691048,103.85867999243207,1011.4590163934427,292.9,804.3770491803278,273.5833333333333,ROCHOR CANAL,RCSZ04,ROCHOR,RC,CENTRAL REGION,CR
11,01129,Victoria St,Opp Stamford Pr Sch,1.30350269187301,103.85864530718491,191.94915254237287,88.0701754385965,305.40677966101697,134.56140350877192,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
12,01139,Nth Bridge Rd,Parkview Sq,1.30033057855542,103.85716080665901,468.8333333333333,206.31666666666666,751.8,310.28333333333336,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
13,01211,Victoria St,Opp Blk 461,1.30551803523268,103.8605449516032,1303.758064516129,507.6,1013.516129032258,433.3666666666667,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
14,01219,Victoria St,Blk 461,1.30526598535719,103.86072019914616,420.3114754098361,172.73333333333332,567.0327868852459,218.16666666666666,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
15,01229,Nth Bridge Rd,Bef Sultan Mque,1.30337552638813,103.85963089198265,573.9833333333333,263.51666666666665,535.9,216.01666666666668,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
16,01231,Jln Sultan,Opp Textile Ctr,1.3032499999752,103.8610830559663,233.03508771929825,77.43859649122807,52.8421052631579,11.210526315789474,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
17,01239,Jln Sultan,Sultan Plaza,1.30291236608351,103.86161817611134,336.14814814814815,122.64814814814815,509.7037037037037,163.46296296296296,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
18,01311,Kallang Rd,Lavender Stn Exit B,1.3070916463394,103.86219695240973,3399.9206349206347,1303.8166666666666,1853.3650793650793,694.9666666666667,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
19,01319,Kallang Rd,Lavender Stn Exit A/ICA,1.30757426746418,103.86325596123476,825.5901639344262,293.7,1902.1311475409836,669.0333333333333,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
20,01329,Nth Bridge Rd,Blk 8,1.30495670239172,103.86363028484124,1843.45,782.8166666666667,1795.7666666666667,724.25,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
21,01339,Crawford St,Bef Crawford Bridge,1.30774601733202,103.8642627465441,192.8,72.46666666666667,409.56666666666666,153.58333333333334,KAMPONG BUGIS,KLSZ04,KALLANG,KL,CENTRAL REGION,CR
22,01341,Crawford St,Southbank,1.30647555600578,103.86452527798744,106.01754385964912,45.43859649122807,115.64912280701755,45.08771929824562,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
23,01349,Crawford St,Opp Blk 4,1.30568635716829,103.86543994417883,13.258620689655173,5.732142857142857,16.982758620689655,8.625,KAMPONG BUGIS,KLSZ04,KALLANG,KL,CENTRAL REGION,CR
24,01411,Beach Rd,Opp St. John HQ,1.30211332865049,103.86295598167331,243.01754385964912,87.86206896551724,641.3859649122807,235.24137931034483,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
25,01419,Beach Rd,St. John HQ,1.3020199999911,103.86326333301203,83.78333333333333,31.55,92.86666666666666,25.933333333333334,NICOLL,DTSZ13,DOWNTOWN CORE,DT,CENTRAL REGION,CR
26,01421,Beach Rd,Opp Golden Mile Cplx,1.30338444400173,103.86483888898641,922.4655172413793,401.23728813559325,832.0172413793103,346.9491525423729,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
27,01429,Beach Rd,Golden Mile Cplx,1.3032136089394,103.86501584807763,179.6,87.59322033898304,309.1166666666667,155.88135593220338,NICOLL,DTSZ13,DOWNTOWN CORE,DT,CENTRAL REGION,CR
28,01511,Beach Rd,Opp The Gateway,1.29919826103807,103.85864518302436,296.1929824561403,83.74137931034483,116.98245614035088,36.724137931034484,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
29,01519,Beach Rd,The Gateway,1.29907492488417,103.8589102973441,140.01754385964912,32.054545454545455,202.5438596491228,35.945454545454545,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
30,01521,Beach Rd,Opp Plaza Parkroyal,1.30088304437602,103.86066098182194,251.49122807017545,97.50877192982456,281.9824561403509,109.21052631578948,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
31,01529,Beach Rd,Plaza Parkroyal,1.30041667676526,103.86044115259938,252.66071428571428,100.35714285714286,214.51785714285714,70.875,NICOLL,DTSZ13,DOWNTOWN CORE,DT,CENTRAL REGION,CR
32,01541,Rochor Rd,Bugis Stn Exit D,1.29886465442254,103.85734583628746,100.47368421052632,40.56140350877193,659.140350877193,235.82456140350877,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
33,01549,Ophir Rd,Opp Duo Residences,1.30069868861162,103.85873120467069,92.75438596491227,34.56140350877193,32.666666666666664,14.210526315789474,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
34,01559,Ophir Rd,Landmark Village Hotel,1.30168731070562,103.85752923961614,182.94736842105263,78.45614035087719,225.87719298245614,76.80701754385964,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
35,01611,Beach Rd,Aft Raffles Hotel,1.29527259171342,103.85533686181174,319.3103448275862,124.41379310344827,189.8793103448276,52.13793103448276,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
36,01619,Beach Rd,Esplanade Stn Exit F,1.29428694178246,103.85503809424233,54.32203389830509,25.410714285714285,195.5593220338983,97.51785714285714,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
37,01621,Beach Rd,Opp Shaw Twrs,1.29695888888745,103.85655611109846,278.94827586206895,104.16666666666667,130.06896551724137,39.71666666666667,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
38,01629,Beach Rd,Shaw Twrs,1.29695972219958,103.85686527780177,35.666666666666664,13.526315789473685,103.98245614035088,42.24561403508772,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
39,01631,Middle Rd,Aft Beach Rd,1.29693614589482,103.85580555528077,157.59259259259258,61.32727272727273,28.37037037037037,12.036363636363637,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
40,01639,Middle Rd,Bef Beach Rd,1.29738750001468,103.85557583297624,20.47457627118644,10.517857142857142,116.2542372881356,51.642857142857146,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
41,02029,Connaught Dr,Opp S'pore Cricket Club,1.28879015142476,103.85293318066766,40.87931034482759,25.017241379310345,135.3448275862069,82.89655172413794,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
42,02049,Bras Basah Rd,Raffles Hotel,1.29452091230981,103.85402155505173,691.0666666666667,330.46666666666664,794.65,402.8,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
43,02051,Raffles Ave,The Float @ Marina Bay,1.2895030556082,103.85903388899317,262.3666666666667,148.88333333333333,112.5,61.7,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
44,02061,Raffles Ave,The Esplanade,1.2899638888957,103.85640388886262,602.4406779661017,396.9122807017544,165.52542372881356,115.63157894736842,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
45,02089,Raffles Blvd,Promenade Stn/Pan Pacific,1.29152694444975,103.8592061110504,73.44067796610169,60.206896551724135,530.2542372881356,295.7758620689655,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
46,02099,Raffles Blvd,Marina Ctr Ter,1.29147264805943,103.86148558380779,2.181818181818182,0.945454545454545,13.89090909090909,5.163636363636364,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
47,02101,Raffles Ave,AFT S'PORE FLYER,1.28938483786533,103.86183148116275,70.66666666666667,48.389830508474574,0.578947368421053,5.084745762711864,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
48,02111,Esplanade Dr,Esplanade Bridge,1.29095592348389,103.85453419435228,160.93103448275863,90.94736842105263,167.39655172413794,77.66666666666667,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
49,02119,Nicoll Highway,Opp War Memorial Pk,1.29184407356581,103.85534334305085,120.76666666666667,51.47457627118644,193.25,55.559322033898304,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
50,02141,Temasek Blvd,Suntec Twr Two,1.29576571603037,103.85933814632858,86.8,39.411764705882355,1.733333333333333,9.215686274509803,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
51,02149,Temasek Blvd,Suntec Twr Three,1.29560459817725,103.85955533029184,36.964285714285715,15.87719298245614,198.53571428571428,86.59649122807018,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
52,02151,Temasek Blvd,Suntec Convention Ctr,1.29317776320814,103.85784623004031,754.2758620689655,415.1186440677966,863.6206896551724,485.47457627118644,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
53,02159,Temasek Blvd,Opp Suntec Convention Ctr,1.29360811227161,103.85840672828635,47.63157894736842,24.43859649122807,153.66666666666666,68.05263157894737,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
54,02161,Temasek Ave,Promenade Stn,1.29268553508737,103.86093156188176,387.26666666666665,151.5,131.31666666666666,67.35,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
55,02169,Temasek Ave,Promenade Stn Exit B,1.29333836780589,103.86070849052753,4.596491228070176,7.719298245614035,91.57894736842105,39.24561403508772,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
56,02171,Temasek Ave,Opp The Ritz-Carlton,1.29070000003898,103.86092194446034,135.31578947368422,76.14035087719299,116.21052631578948,73.3157894736842,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
57,02181,Parliament Pl,Supreme Ct,1.28947444402148,103.85098166700017,77.62068965517241,26.017241379310345,198.51724137931035,70.86206896551724,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
58,03011,Fullerton Rd,Fullerton Sq,1.28561840945474,103.85342223246427,997.05,270.56140350877195,355.23333333333335,101.59649122807018,CLIFFORD PIER,DTSZ06,DOWNTOWN CORE,DT,CENTRAL REGION,CR
59,03019,Collyer Quay,OUE Bayfront,1.284245000013,103.85310805599599,436.76666666666665,115.66666666666667,1051.5666666666666,196.1,CLIFFORD PIER,DTSZ06,DOWNTOWN CORE,DT,CENTRAL REGION,CR
60,03021,Cecil St,Prudential Twr,1.28255524603003,103.84998903789258,319.57894736842104,71.59649122807018,287.87719298245617,34.89473684210526,RAFFLES PLACE,DTSZ05,DOWNTOWN CORE,DT,CENTRAL REGION,CR
61,03031,Robinson Rd,Raffles Pl Stn Exit F,1.28207492207952,103.85086074925066,578.6349206349206,97.13333333333334,359.5238095238095,64.81666666666666,RAFFLES PLACE,DTSZ05,DOWNTOWN CORE,DT,CENTRAL REGION,CR
62,03041,Cross St,Telok Ayer Stn Exit A,1.28179509394707,103.84893207391676,415.48275862068965,68.0701754385965,122.82758620689656,8.210526315789474,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
63,03059,Raffles Quay,One Raffles Quay,1.281111,103.851461,499.5,111.13333333333334,952.483870967742,185.75,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
64,03071,Robinson Rd,OPP SO SOFITEL S'PORE,1.27990609626764,103.84940030424481,348.44827586206895,53.3448275862069,288.3103448275862,36.89655172413793,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
65,03111,Robinson Rd,Aft Capital Twr,1.2778259536079,103.8481011719729,878.3968253968254,158.55172413793105,515.4444444444445,80.32758620689656,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
66,03129,Shenton Way,UIC Bldg,1.27807003532092,103.84956718123823,845.7333333333333,157.13333333333333,1433.15,258.98333333333335,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
67,03151,Cecil St,Opp GB Bldg,1.27892124625262,103.84776234627124,673.5172413793103,129.43859649122808,290.2413793103448,45.29824561403509,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
68,03217,Shenton Way,Opp AXA Twr,1.27552218897645,103.8479443674916,248.95,57.583333333333336,196.83333333333334,54.983333333333334,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
69,03218,Shenton Way,Opp MAS Bldg,1.2740788888387,103.84687388890413,185.01694915254237,34.61666666666667,591.6610169491526,155.78333333333333,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
70,03222,Anson Rd,Hub Synergy Pt,1.27397836925637,103.84489562922414,483.8524590163934,121.0,264.27868852459017,67.01612903225806,ANSON,DTSZ10,DOWNTOWN CORE,DT,CENTRAL REGION,CR
71,03223,Anson Rd,Tanjong Pagar Stn Exit C,1.2757033952327,103.84632468221952,736.9827586206897,183.28070175438597,377.8103448275862,87.85964912280701,TANJONG PAGAR,DTSZ09,DOWNTOWN CORE,DT,CENTRAL REGION,CR
72,03239,Shenton Way,Shenton Way Ter,1.27464226961973,103.84756721372408,103.03225806451613,43.38333333333333,12.548387096774194,3.783333333333333,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
73,03241,Anson Rd,Mapletree Anson,1.27456,103.84537,87.8,,424.7,,TANJONG PAGAR,DTSZ09,DOWNTOWN CORE,DT,CENTRAL REGION,CR
74,03331,Marina Blvd,Bef Marina Gdns Dr,1.27663307202767,103.86076808024792,2.586206896551724,4.178571428571429,1.448275862068966,1.464285714285714,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
75,03339,Central Blvd,Aft Marina Gdns Dr,1.27498516412784,103.85950016250487,1.073170731707317,0.708333333333333,1.878048780487805,2.375,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
76,03341,Marina Gdns Dr,Bef Gdns by the Bay,1.27959780011944,103.8643376844082,2.826923076923077,2.612244897959183,9.326923076923077,3.877551020408163,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
77,03349,Marina Gdns Dr,Aft Gdns by the Bay,1.27965600609923,103.8647780795552,10.117647058823529,4.644444444444445,1.490196078431373,1.733333333333333,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
78,03369,Marina Gdns Dr,Marina Barrage,1.27960772061959,103.8698744774074,99.38888888888889,88.07407407407408,94.70370370370371,77.81481481481481,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
79,03371,Marina Gdns Dr,Gdns by the Bay,1.28066479303461,103.86626955523418,14.09433962264151,11.87037037037037,33.56603773584906,22.85185185185185,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
80,03381,Marina Blvd,The Sail,1.28162601329006,103.85306513725685,131.08771929824562,64.41379310344827,96.2280701754386,25.448275862068964,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
81,03391,Marina Blvd,Marina Bay Financial Ctr,1.28037660340352,103.85498006767988,105.16071428571429,59.25,97.85714285714286,32.267857142857146,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
82,03411,Marina Coastal Dr,Opp Marina Sth Pier Stn,1.27159299884076,103.86300900488229,6.12962962962963,5.851851851851852,66.57407407407408,32.2962962962963,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
83,03419,Marina Coastal Dr,Marina Sth Pier Stn,1.27127698470973,103.86297693157816,73.55357142857143,29.59259259259259,76.46428571428571,53.72222222222222,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
84,03421,Marina Coastal Dr,Marina Bay Cruise Ctr,1.26694090294712,103.85964778134667,117.87719298245614,55.25454545454546,81.08771929824562,30.072727272727274,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
85,03501,Bayfront Ave,Marina Bay Sands Theatre,1.28500467671367,103.8606110538643,255.5438596491228,135.12280701754386,53.175438596491226,24.017543859649123,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
86,03509,Bayfront Ave,Bayfront Stn Exit B/MBS,1.28314999997332,103.86004388891767,336.7368421052632,186.08771929824562,552.9298245614035,350.6140350877193,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
87,03511,Bayfront Ave,Aft Bayfront Stn Exit E,1.28194779470571,103.85897064872482,284.3333333333333,162.1551724137931,208.6140350877193,100.53448275862068,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
88,03519,Bayfront Ave,Bayfront Stn Exit A,1.28124500000125,103.85884799997385,87.54385964912281,50.75438596491228,33.64912280701754,22.94736842105263,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
89,03529,Central Blvd,Downtown Stn,1.27939957419063,103.85278769921703,274.0,42.333333333333336,188.21052631578948,73.91228070175438,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
90,03539,Central Blvd,Marina Bay Stn,1.2775330547661,103.85561610012866,30.964912280701753,12.578947368421053,59.24561403508772,29.719298245614034,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
91,04019,Bencoolen St,OPP BENCOOLEN STN EXIT B,1.29807216909408,103.84975607305783,158.78333333333333,62.666666666666664,332.0,120.63333333333334,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
92,04029,Bencoolen St,BEF BENCOOLEN STN EXIT A,1.29948166696821,103.85092666701239,306.1333333333333,145.9,153.28333333333333,63.7,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
93,04111,Stamford Rd,Capitol Bldg,1.29395444170081,103.85139096636622,994.8070175438596,474.3157894736842,1019.561403508772,458.29824561403507,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
94,04121,Stamford Rd,SMU,1.29618544092334,103.84958029974611,750.8166666666667,300.98333333333335,555.2166666666667,217.76666666666668,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
95,04142,Hill St,Armenian Ch,1.2930982644668,103.84965994500728,668.9344262295082,335.01666666666665,571.7704918032787,260.5833333333333,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
96,04143,Hill St,Stamford Ct,1.29411640848293,103.85020606905503,414.6166666666667,205.76666666666668,144.71666666666667,56.733333333333334,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
97,04149,Hill St,Grand Pk City Hall,1.29276132399953,103.84983741344308,353.4035087719298,120.85964912280701,694.7543859649123,340.35087719298247,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
98,04151,Victoria St,Cath Of The Good Shepherd,1.29533777799211,103.85113972198121,221.5,104.08771929824562,140.36206896551724,64.19298245614036,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
99,04159,Victoria St,Aft Chijmes,1.29489484954945,103.85108138663934,138.78947368421052,50.80701754385965,304.6140350877193,142.17543859649123,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
100,04167,Nth Bridge Rd,City Hall Stn Exit B,1.29250006522444,103.85145315468638,1472.7,507.56666666666666,971.4166666666666,457.25,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
101,04168,Nth Bridge Rd,Aft City Hall Stn Exit B,1.29208221483052,103.85125994680256,882.3965517241379,409.9298245614035,660.3793103448276,344.43859649122805,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
102,04179,Bras Basah Rd,AFT BRAS BASAH STN EXIT A,1.29647916306741,103.85147164487202,350.8333333333333,137.86666666666667,581.1666666666666,230.15,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
103,04211,River Valley Rd,Clarke Quay,1.29043611099357,103.84712444398055,127.26315789473684,60.03508771929825,39.31578947368421,19.43859649122807,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
104,04219,River Valley Rd,Opp Clarke Quay,1.29096802754795,103.84686777836987,12.875,7.090909090909091,69.41071428571429,32.763636363636365,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
105,04222,Eu Tong Sen St,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365569,2524.934426229508,981.3,1780.967213114754,693.6333333333333,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
106,04223,Hill St,Old Hill St Police Stn,1.29084476137495,103.84857901022669,528.9666666666667,241.63333333333333,508.4,182.88333333333333,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
107,04229,Hill St,High St Ctr,1.29044830830726,103.84875123545265,198.26315789473685,66.40350877192982,221.19298245614036,84.56140350877193,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
108,04239,New Bridge Rd,Opp Clarke Quay Stn,1.28882717929599,103.8474938118651,341.58620689655174,144.1578947368421,747.2068965517242,287.36842105263156,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
109,04249,Nth Bridge Rd,Opp The Treasury,1.29043039362749,103.85026216508201,554.6,204.81666666666666,649.9333333333333,165.11666666666667,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
110,04251,Nth Boat Quay,Opp High St Ctr,1.28973833297563,103.84888472198024,106.70689655172414,36.8,28.20689655172414,9.854545454545455,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
111,04311,Clemenceau Ave,Aft River Valley Rd,1.29464575337351,103.8439214229312,138.83050847457628,88.42372881355932,66.79661016949153,42.86440677966102,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
112,04321,Clemenceau Ave,UE Sq,1.2921400077773,103.84303646191061,484.36842105263156,197.859649122807,375.3157894736842,132.87719298245614,ROBERTSON QUAY,SRSZ01,SINGAPORE RIVER,SR,CENTRAL REGION,CR
113,04329,Clemenceau Ave,Opp UE Sq,1.29197057108024,103.84328384973516,239.5,86.38333333333334,294.5,127.66666666666667,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
114,04331,River Valley Rd,BEF FORT CANNING STN,1.29183939431601,103.84504089382705,362.719298245614,128.80357142857142,72.6140350877193,25.303571428571427,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
115,04339,River Valley Rd,FORT CANNING STN EXIT B,1.29221099996741,103.84500500002959,70.0701754385965,33.24561403508772,487.63157894736844,161.6315789473684,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
116,05009,Nth Canal Rd,Opp OCBC Ctr,1.28592554082489,103.84923642965272,,,,,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
117,05012,Eu Tong Sen St,Bef Pearl'S Hill Terr,1.28154583300728,103.84087722199499,468.1666666666667,218.98333333333332,825.4833333333333,410.68333333333334,PEOPLE'S PARK,OTSZ02,OUTRAM,OT,CENTRAL REGION,CR
118,05013,Eu Tong Sen St,Chinatown Stn Exit C,1.28406979945936,103.84299874303983,3225.8032786885246,1599.9333333333334,4616.229508196721,1876.3333333333333,PEOPLE'S PARK,OTSZ02,OUTRAM,OT,CENTRAL REGION,CR
119,05019,New Bridge Rd,Aft Duxton Plain Pk,1.28118388885484,103.84105000000471,471.28333333333336,184.33333333333334,385.3833333333333,161.46666666666667,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
120,05022,Eu Tong Sen St,Aft Chinatown Stn Exit D,1.28571089865595,103.84437203405348,2353.483333333333,1034.6666666666667,2240.766666666667,871.15,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
121,05023,Eu Tong Sen St,Opp Hong Lim Pk,1.28692928357498,103.84540375642477,491.4590163934426,175.03333333333333,366.327868852459,141.13333333333333,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
122,05029,Sth Bridge Rd,Boat Quay,1.28712283362119,103.84819780822524,495.4166666666667,170.81666666666666,679.65,218.98333333333332,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
